year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,672,0,0.0
2030,NT,672,0,0.0
2040,DE,672,0,0.0
2040,GA,672,0,0.0
2040,NT,672,0,0.0
2050,DE,672,2,0.2976190476190476
2050,GA,672,0,0.0
