,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,125.051,1007,87.56521739130434,0.9730596784168213
1,125.051,187.929,88,7.652173913043478,0.08503401360544217
99,6287.122,6350.0,11,0.9565217391304347,0.010629251700680272
98,6224.243,6287.122,10,0.8695652173913043,0.00966295609152752
97,6161.365,6224.243,10,0.8695652173913043,0.00966295609152752
96,6098.487,6161.365,8,0.6956521739130435,0.007730364873222016
29,1885.642,1948.521,6,0.5217391304347827,0.0057977736549165125
28,1822.764,1885.642,5,0.43478260869565216,0.00483147804576376
95,6035.609,6098.487,3,0.26086956521739135,0.0028988868274582563
94,5972.73,6035.609,2,0.17391304347826086,0.001932591218305504
