year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,67,0.4531926406926407
2030,NT,14784,163,1.10254329004329
2040,DE,14784,194,1.3122294372294372
2040,GA,14784,124,0.8387445887445888
2040,NT,14784,266,1.7992424242424243
2050,DE,14784,255,1.7248376623376624
2050,GA,14784,102,0.689935064935065
