,Objective Value (Billion Euro),Generators Built,Potential Generators,Total Generator Capacity (MW),Transmission Lines Expanded,Potential Transmission Lines,Total Transmission Capacity (MW),Batteries Built,Potential Batteries,Total Battery Energy Capacity (MWh),Total Battery Power Capacity (MW),Total Load Shedding (MWh),Total Curtailment (MWh)
0,10.750209643930479,11.0,11.0,7402.855913539619,0.0,1.0,0.0,2,2,1.0884264890354639e-05,5.442132445177319e-06,15838.67554606956,0.0
