year,DE,GA,NT,Average
2025,,,42.00283871316046,42.00283871316046
2030,,,39.581586827782125,39.581586827782125
2040,42.32341732021464,39.57187195949948,41.53659191611445,41.14396039860952
2050,60.33911578301498,40.18002890260032,,50.25957234280765
