,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,85.962,634,92.01741654571843,1.2252628324056896
98,2393.577,2417.366,21,3.0478955007256894,0.040584415584415584
97,2369.787,2393.577,13,1.8867924528301887,0.02512368583797155
99,2417.366,2441.156,8,1.1611030478955007,0.015460729746444033
96,2345.997,2369.787,6,0.8708272859216255,0.011595547309833025
95,2322.207,2345.997,5,0.7256894049346879,0.00966295609152752
94,2298.417,2322.207,2,0.29027576197387517,0.003865182436611008
4,157.332,181.122,0,0.0,0.0
63,1560.932,1584.722,0,0.0,0.0
72,1775.041,1798.831,0,0.0,0.0
