year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,39211272.4398562,3326268.3585716784,48038910.91413662,103307374.61387749,38275714.42528714,42458387.54080599
2030,47526433.46083979,4475946.543177098,52635990.93636006,108764956.64970914,38275714.42528714,42463917.032138
2040,76339146.14821827,9310686.409814775,58767767.50399366,125792564.01191604,38275714.425287135,42463917.032138
2050,88973748.51458058,11787582.39338219,60405367.11621526,132143593.01029943,38275714.42528714,42463917.032138
