Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22338017090.103226,,510.7107107639313,135.44191575050354,511.2758672237396,646.7177829742432,1895688,1440348,3869565,0,0,0,2
EV,22031439438.82208,,261.44632601737976,69.70634388923645,261.6733298301697,331.3796737194061,632328,823312,2150346,0,0,0,2
EEV,24037140768.44719,,5.533237218856812,133.61653900146484,6.099911689758301,139.71645069122314,1895688,1440348,3869565,0,0,0,2
EVPI,22126174926.388706,,289.1080295642217,82.98574260870616,289.5121692419052,372.4979118506114,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,972725419.5760416,,39.02907098546597,4.996643083202629,39.01848404258841,38.95764682896837,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
