year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2549273725.815401,52131738.32695512,548688.7897333528,1533513.7763033118,0.0,515208.2896679834,2604002874.998061
2030,1799020475.469154,46085951.78397815,586049.970906693,1617514.811153434,0.0,773837.7429488291,1848083829.778141
2040,2670074149.504907,112411836.69607194,662983.3813783466,2090680.5472001252,0.0,805320.4037799877,2786044970.5333376
2050,3226428991.380129,147884620.68452317,705229.3912390416,2227296.8319359254,0.0,810506.2343578275,3378056644.522185
