year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,125531780.68972272,55775.33851056537,39942374.434841976,72387783.18445183,15130152.62365348,29131692.362209402,282179558.63338995
2030,103637360.79624054,7813.7577120286305,48666891.66439773,89428510.24424817,20173536.831537973,38842256.48294587,300756369.77708226
2040,119439040.91935174,174261.94209119436,57442285.58167163,108383202.6800814,25011298.952949245,48552820.60368233,359002910.6798276
2050,124933465.9777193,1159558.3738239002,60240470.37114839,113329257.41650061,25011298.952949245,58257432.42057497,382931483.5127164
