year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,125531780.68972272,55775.33851056537,39942374.434841976,72387783.18445183,15130152.62365348,29131692.362209402,282179558.63338995
2030,NT,103637360.79624054,7813.7577120286305,48666891.66439773,89428510.24424817,20173536.831537973,38842256.48294587,300756369.77708226
2040,DE,44257876.83211513,121482.44626000091,19460320.29063471,36944313.93747089,8337099.650983082,16184273.534560777,125305366.69202459
2040,GA,33293468.473154247,6994.984260054973,18669457.281578124,34880275.10245455,8337099.650983082,16184273.534560777,111371569.02699083
2040,NT,41887695.61408237,45784.51157113847,19312508.009458795,36558613.640155956,8337099.650983082,16184273.534560777,122325974.96081212
2050,DE,71206123.12843344,1123936.6064444224,30802123.624087702,58237546.73940951,12505649.476474622,29131692.362209402,203007071.9370591
2050,GA,53727342.84928587,35621.767379477824,29438346.74706069,55091710.67709111,12505649.476474622,29125740.058365572,179924411.57565734
