year,scenario,ES1 0,PT1 0
2025,NT,35.277289076465124,35.96473239531233
2030,NT,30.54857325857819,31.146611924796872
2040,DE,13.823525790603277,14.087179004551507
2040,GA,10.234408588504332,10.433807734144851
2040,NT,11.515568378698923,11.731647306749153
2050,DE,25.083181705896944,25.55090680222679
2050,GA,16.888697634196358,17.13535547474072
