year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,9616088.392483903,0.0,56959437.3166399,95563312.66091578,38308206.11648513,51494063.051818684
2030,6839560.032347338,0.0,57922077.32810484,76540699.45672637,63847010.19414187,76319251.95912123
2040,10412419.031616213,0.0,63692525.34797725,79990837.2284683,89385814.27179863,95397343.05888243
2050,12034021.726955686,358503.1667174528,71401063.81858987,80862288.76282896,91021251.3359991,107211233.32463159
