year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,527853884.8497044,0.0,854391.5597495986,1433449.689913735,0.0,514940.63051818684,530656666.72988594
2030,380449034.95567083,0.0,868831.1599215725,1148110.4918508942,0.0,763192.5195912123,383229169.12703454
2040,595456702.9975423,0.0,955387.8802196587,1199862.5584270235,0.0,953973.4305888242,598565926.8667778
2050,666751988.457535,19859989.06291441,1071015.957278848,1212934.3314424334,0.0,1072112.3332463158,689968040.1424171
