year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,7423247722.960076,3134854.956440625,140375314.1470575,1852344479.6157517,1140029861.7522464,0.0,0.0,2992374341.367998,7566757892.063575,2992374341.367998,10559132233.431572
2030,NT,3341478818.1058145,5679833.990014863,0.0,1260964969.0635655,775926789.5331833,0.0,0.0,2036891758.5967488,3347158652.0958295,2036891758.5967488,5384050410.692578
2040,DE,880889909.437506,172826414.06934124,0.0,2055658885.8879094,1285898941.2174752,0.0,0.0,3341557827.105385,1053716323.5068471,3341557827.105385,4395274150.612232
2040,GA,880889909.437506,172826414.06934124,0.0,1423123264.8001661,883772306.8248968,0.0,0.0,2306895571.625063,1053716323.5068471,2306895571.625063,3360611895.1319103
2040,NT,880889909.437506,172826414.06934124,0.0,1907995756.317716,1193948149.6604352,0.0,0.0,3101943905.9781513,1053716323.5068471,3101943905.9781513,4155660229.4849987
2050,DE,0.0,530508939.1194818,0.0,2472506986.2358093,1556594486.119564,0.0,0.0,4029101472.3553734,530508939.1194818,4029101472.3553734,4559610411.474855
2050,GA,0.0,530508939.1194818,0.0,1668261303.5549479,1039845553.5347285,0.0,0.0,2708106857.0896764,530508939.1194818,2708106857.0896764,3238615796.209158
All,All,11645616450.503397,712150042.1352785,140375314.1470575,6979286229.243292,4335383137.013512,0.0,0.0,11314669366.256804,12498141806.785732,11314669366.256804,23812811173.042534
