year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,4220.261528934695,11,1,417922916.2336506,47429445.557901055,9485889.111580212,1848555717.7609937,1138306693.3896255,2986862411.1506195,3404785327.38427
2025,coal,9478.786965467825,0.0,5,0,0.0,42234.51869169424,14359.736355176043,1190885.4437158029,1723168.362621125,2914053.806336928,2914053.806336928
2025,offwind-ac,27469.304443667334,5750.206760447316,9,2,1056530739.6118048,35452936.48002594,0.0,531794.0472003891,0.0,531794.0472003891,1057062533.6590053
2025,onwind,64079.00668944659,36066.05257717692,11,6,3465438689.2528386,103390563.22752649,0.0,1550858.448412895,0.0,1550858.448412895,3466989547.7012515
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,37397835.33564296,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51522391.54289155,0.0,515223.91542891547,0.0,515223.91542891547,905307634.8256665
2030,CCGT,60900.664000000004,0.0,11,0,0.0,32153527.22062728,6430705.444125457,1255109472.4820514,771684653.2950548,2026794125.7771063,2026794125.7771063
2030,coal,9478.786965467825,0.0,5,0,0.0,103973.92740511097,35351.13531773773,2931749.680316841,4242136.238128528,7173885.918445369,7173885.918445369
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,35327539.72650338,0.0,529913.0958975507,0.0,529913.0958975507,670092226.1835244
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,107324596.70847853,0.0,1609868.9506271752,0.0,1609868.9506271752,1541097895.176369
2030,ror,5571.016495,998.4357994784516,4,2,298672309.63337916,42057662.79226732,0.0,0.0,0.0,0.0,298672309.63337916
2030,solar,25414.038546077332,23418.754584514765,11,10,833756169.1590668,78396485.4672533,0.0,783964.854672533,0.0,783964.854672533,834540134.0137393
2040,CCGT,60900.664000000004,0.0,11,0,0.0,45015729.659067236,9003145.931813447,1763851070.7787664,1080377511.8176136,2844228582.59638,2844228582.59638
2040,coal,9478.786965467825,0.0,5,0,0.0,1000709.65890495,340241.284027683,28216979.927607756,40828954.08332196,69045934.01092972,69045934.01092972
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,39271650.69566284,0.0,589074.7604349426,0.0,589074.7604349426,589074.7604349426
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,137343198.50914443,0.0,2060147.9776371624,0.0,2060147.9776371624,738657870.0878276
2040,ror,5571.016495,0.0,4,0,0.0,42057662.79226732,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,4052.91552671744,11,2,144292187.32731557,87536222.41507903,0.0,875362.2241507904,0.0,875362.2241507904,145167549.55146635
2050,CCGT,60900.664000000004,0.0,11,0,0.0,51690175.56081332,10338035.112162665,2026785000.956646,1240564213.4595196,3267349214.4161654,3267349214.4161654
2050,coal,9478.786965467825,0.0,5,0,0.0,1413132.5090104537,480465.05306355434,39846054.53437052,57655806.36762652,97501860.90199703,97501860.90199703
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,41991867.25409128,0.0,629878.0088113692,0.0,629878.0088113692,629878.0088113692
2050,onwind,64079.00668944659,0.0,11,0,0.0,148794247.356359,0.0,2231913.7103453805,0.0,2231913.7103453805,2231913.7103453805
2050,ror,5571.016495,0.0,4,0,0.0,42057662.79226732,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,89129768.52055617,0.0,891297.6852055616,0.0,891297.6852055616,891297.6852055616
