year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,7612.5830000000005,3387.9961783377757,11,7,335505568.3946683,132267566.86648777,26453513.373297554,5147978376.106264,2116281069.8638043,7264259445.970068,7599765014.364737
2025,coal,1184.8483706834782,0.0,5,0,0.0,15456213.416957015,5255112.561765386,435818381.3478334,420409004.9412309,856227386.2890643,856227386.2890643
2025,offwind-ac,3433.6630554584167,3433.6630554584167,9,9,633127861.5610735,34299676.96081947,0.0,514495.154412292,0.0,514495.154412292,633642356.7154858
2025,onwind,8009.875836180824,8009.875836180824,11,11,769636032.6491046,62850989.68568586,0.0,942764.8452852867,0.0,942764.8452852867,770578797.4943899
2025,ror,696.377061875,696.377061875,4,4,208314390.92484352,12608460.519711232,0.0,0.0,0.0,0.0,208314390.92484352
2025,solar,3176.7548182596665,3176.7548182596665,11,11,113099051.36377971,24276410.30184117,0.0,242764.10301841167,0.0,242764.10301841167,113341815.46679813
2030,CCGT,7612.5830000000005,2648.67,11,6,262265289.04689407,132153340.83338302,26430668.166676607,5139980872.219609,2114453453.3341284,7254434325.553738,7516699614.600632
2030,coal,1184.8483706834782,0.0,5,0,0.0,9876628.67858038,3358053.750717329,278490999.5581528,268644300.0573863,547135299.6155391,547135299.6155391
2030,offwind-ac,3433.6630554584167,3195.166133610312,9,6,589270004.8461611,40496543.09287809,0.0,607448.1463931713,0.0,607448.1463931713,589877452.9925543
2030,onwind,8009.875836180824,8009.875836180824,11,11,769555933.8907428,73891125.51485413,0.0,1108366.8827228106,0.0,1108366.8827228106,770664300.7734656
2030,ror,696.377061875,696.377061875,4,4,208307427.15422478,15130152.62365348,0.0,0.0,0.0,0.0,208307427.15422478
2030,solar,3176.7548182596665,3176.7548182596665,11,11,113067283.81559712,29131692.362209402,0.0,291316.92362209404,0.0,291316.92362209404,113358600.7392192
2040,CCGT,7612.5830000000005,2648.67,11,6,262238802.3468941,162144230.17547184,32428846.03509437,6313410666.47594,2594307682.8075495,8907718349.28349,9169957151.630383
2040,coal,1184.8483706834782,0.0,5,0,0.0,12644598.851686765,4299163.6095735,356539370.6513495,343933088.76588,700472459.4172295,700472459.4172295
2040,offwind-ac,3433.6630554584167,2523.2078002192497,9,4,465922387.66531205,46294453.860019445,0.0,694416.8079002916,0.0,694416.8079002916,466616804.47321236
2040,onwind,8009.875836180824,7703.013736044429,11,10,739996854.9831064,86446109.1098957,0.0,1296691.636648434,0.0,1296691.636648434,741293546.6197548
2040,ror,696.377061875,659.625,4,2,197307178.36894307,17549033.68435912,0.0,0.0,0.0,0.0,197307178.36894307
2040,solar,3176.7548182596665,3176.7548182596665,11,11,113035516.26741453,33986974.422577634,0.0,339869.74422577635,0.0,339869.74422577635,113375386.0116403
2050,CCGT,7612.5830000000005,1047.75,11,3,103724870.86690047,175419397.91758972,35083879.583517954,6837351846.091828,2806710366.681436,9644062212.773264,9747787083.640165
2050,coal,1184.8483706834782,0.0,5,0,0.0,13626499.892669536,4633009.963507643,384226004.54936373,370640797.0806114,754866801.6299751,754866801.6299751
2050,offwind-ac,3433.6630554584167,454.7729622448593,9,1,83681645.94708602,47957524.28484866,0.0,719362.86427273,0.0,719362.86427273,84401008.81135875
2050,onwind,8009.875836180824,958.2542989522144,11,1,92045967.63480522,89438761.30416986,0.0,1341581.4195625458,0.0,1341581.4195625458,93387549.05436777
2050,ror,696.377061875,0.0,4,0,0.0,17549033.68435912,0.0,0.0,0.0,0.0,0.0
2050,solar,3176.7548182596665,3176.7548182596665,11,11,113003748.71923192,38842256.482945874,0.0,388422.5648294587,0.0,388422.5648294587,113392171.28406137
