year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,24114.102142457385,18704.666950111685,51,42,2059682904.8934698,281759317.7515025,31708625.935062937,2536690074.805035,5585496781.556813,8122186856.361849,10181869761.255318
2030,24114.102142457385,17726.8438499258,51,38,1942465938.75362,300679483.1055585,29788721.917393938,2383097753.391515,5420479003.7305,7803576757.122015,9746042695.875635
2040,24114.102142457385,16711.271354523346,51,33,1778500739.6316702,359065400.1040105,36728009.64466787,2938240771.5734296,6672281015.316064,9610521786.889494,11389022526.521164
2050,24114.102142457385,5637.532079456741,51,16,392456233.16802365,382833473.5665828,39716889.54702559,3177351163.7620473,7224027217.489857,10401378381.251904,10793834614.419928
