year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275161732.2843686,9366344.820944263,1311288274.9321966,1826126207.7133982,3137414482.645595
2030,NT,295262364.0925328,6381620.8540819455,893426919.5714724,1244052843.4280257,2137479762.9994981
2040,DE,368584366.283961,10482285.229418686,1467519932.118616,2011374062.401591,3478893994.520207
2040,GA,327909500.3064133,7162404.828202406,1002736675.9483368,1389520774.1649647,2392257450.1133013
2040,NT,359897414.3529899,9719488.29936564,1360728361.9111896,1865738851.3775637,3226467213.288753
2050,DE,397415268.7218063,12626975.386309927,1767776554.0833898,2422619080.1713767,4190395634.2547665
2050,GA,352546510.2004386,8393884.629237156,1175143848.093202,1632678850.2050607,2807822698.2982626
