year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,4065.156072279316,11,1,402563175.06009096,46747998.21912804,9349599.643825607,1822130597.2432978,1308943950.135585,3131074547.3788824,3533637722.4389734
2025,coal,9478.786965467825,0.0,5,0,0.0,49250.52093722078,16745.17711865507,1388715.446426786,2344324.7966117095,3733040.2430384955,3733040.2430384955
2025,offwind-ac,27469.304443667334,6595.708216211134,9,3,1213424437.1833892,36625345.49337474,0.0,549380.1824006211,0.0,549380.1824006211,1213973817.36579
2025,onwind,64079.00668944659,36066.05257717692,11,6,3465438689.2528386,102820362.82405403,0.0,1542305.4423608086,0.0,1542305.4423608086,3466980994.6951995
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,37397835.33564296,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51520939.89123158,0.0,515209.39891231584,0.0,515209.39891231584,905307620.30915
2030,CCGT,60900.664000000004,0.0,11,0,0.0,31706284.220433064,6341256.8440866135,1237775310.3018918,887775958.1721259,2125551268.4740176,2125551268.4740176
2030,coal,9478.786965467825,0.0,5,0,0.0,118717.67645685804,40364.00999533174,3347478.725548679,5650961.399346443,8998440.124895122,8998440.124895122
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,36725614.019820824,0.0,550884.2102973122,0.0,550884.2102973122,670113197.2979242
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,106362329.39284562,0.0,1595434.9408926815,0.0,1595434.9408926815,1541083461.1666346
2030,ror,5571.016495,980.915613044571,4,2,293431317.12274605,41975893.84344516,0.0,0.0,0.0,0.0,293431317.12274605
2030,solar,25414.038546077332,23418.754584514765,11,10,833756169.1590668,78373524.9395313,0.0,783735.249395313,0.0,783735.249395313,834539904.4084622
2040,CCGT,60900.664000000004,0.0,11,0,0.0,44041286.06977291,8808257.213954583,1726044178.0212908,1233156009.9536414,2959200187.974932,2959200187.974932
2040,coal,9478.786965467825,0.0,5,0,0.0,920986.9756107683,313135.57170766126,25969041.842600603,43838980.03907257,69808021.88167319,69808021.88167319
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,40698216.84110196,0.0,610473.2526165294,0.0,610473.2526165294,610473.2526165294
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,135185819.8039754,0.0,2027787.2970596268,0.0,2027787.2970596268,738625509.40725
2040,ror,5571.016495,0.0,4,0,0.0,41975893.84344516,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,5638.054942323302,11,2,200726433.733078,89308223.4472152,0.0,893082.2344721521,0.0,893082.2344721521,201619515.96755016
2050,CCGT,60900.664000000004,0.0,11,0,0.0,50819484.45408198,10163896.890816396,1995148487.0762563,1422945564.7142954,3418094051.7905517,3418094051.7905517
2050,coal,9478.786965467825,0.0,5,0,0.0,1019215.0498739575,346533.11695714557,28738775.875991438,48514636.374000385,77253412.24999182,77253412.24999182
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,43520716.163326524,0.0,652810.7424498979,0.0,652810.7424498979,652810.7424498979
2050,onwind,64079.00668944659,0.0,11,0,0.0,146487138.80341926,0.0,2197307.082051284,0.0,2197307.082051284,2197307.082051284
2050,ror,5571.016495,0.0,4,0,0.0,41975893.84344516,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,91158441.14697558,0.0,911584.4114697558,0.0,911584.4114697558,911584.4114697558
