year,AIC,expected_OC,total_cost
2025,7712250939.554123,3137414482.6455946,10849665422.199718
2030,3340890180.039877,2137479762.9994981,5478369943.039375
2040,1123225369.8825464,3032539552.6407537,4155764922.5233
2050,546248151.4288296,3499109166.2765145,4045357317.705344
