year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,9749.626746047372,11,3,965483398.116858,46482569.19037779,9296513.83807556,1808028668.6472042,1301511937.3305783,3109540605.9777822,4075024004.0946403
2025,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,offwind-ac,27469.304443667334,6713.56159251148,9,3,1235293650.835248,38735254.69748991,0.0,581028.8204623486,0.0,581028.8204623486,1235874679.6557105
2025,onwind,64079.00668944659,36066.05257717692,11,6,3465438689.2528386,100666537.30859107,0.0,1509998.0596288638,0.0,1509998.0596288638,3466948687.3124676
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,37397835.33564296,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51519599.1918135,0.0,515195.991918135,0.0,515195.991918135,905307606.9021558
2030,CCGT,60900.664000000004,967.0805032508924,11,2,95767786.280615,31245933.993728656,6249186.798745732,1215630031.462983,874886151.8244025,2090516183.2873852,2186283969.5680003
2030,coal,9478.786965467825,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,39538958.69268948,0.0,593084.3803903421,0.0,593084.3803903421,670155397.4680171
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,102312334.96446359,0.0,1534685.0244669514,0.0,1534685.0244669514,1541022711.2502089
2030,ror,5571.016495,1332.1818258241494,4,2,398509171.0236678,43615298.143400915,0.0,0.0,0.0,0.0,398509171.0236678
2030,solar,25414.038546077332,23418.754584514765,11,10,833756169.1590668,78188921.78342313,0.0,781889.2178342313,0.0,781889.2178342313,834538058.376901
2040,CCGT,60900.664000000004,0.0,11,0,0.0,46676449.85101261,9335289.970202522,1819413831.69074,1306940595.8283532,3126354427.5190935,3126354427.5190935
2040,coal,9478.786965467825,0.0,5,0,0.0,250912.13167496494,85310.12476948809,7074961.773441057,11943417.467728332,19018379.24116939,19018379.24116939
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,44659256.09148489,0.0,669888.8413722734,0.0,669888.8413722734,669888.8413722734
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,131596700.34448318,0.0,1973950.5051672435,0.0,1973950.5051672435,738571672.6153576
2040,ror,5571.016495,0.0,4,0,0.0,43615298.143400915,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,2443.6720178738774,11,2,86999785.27683716,84923986.76777811,0.0,849239.8676777811,0.0,849239.8676777811,87849025.14451493
2050,CCGT,60900.664000000004,0.0,11,0,0.0,56426531.84138037,11285306.368276075,2202519473.7581997,1579942891.5586505,3782462365.31685,3782462365.31685
2050,coal,9478.786965467825,0.0,5,0,0.0,584926.561459063,198875.0308960814,16493156.528413879,27842504.325451396,44335660.85386528,44335660.85386528
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,47465831.64881031,0.0,711987.4747321546,0.0,711987.4747321546,711987.4747321546
2050,onwind,64079.00668944659,0.0,11,0,0.0,140858590.93427336,0.0,2112878.864014096,0.0,2112878.864014096,2112878.864014096
2050,ror,5571.016495,0.0,4,0,0.0,43615298.143400915,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,85937373.08124378,0.0,859373.7308124378,0.0,859373.7308124378,859373.7308124378
