year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275285283.7735786,9678729.618549466,822692017.5767046,1835395290.2692025,2658087307.845907
2030,NT,295415385.57398486,6798704.744009821,577889903.2408347,1272858028.0313148,1850747931.2721496
2040,DE,368708958.6899412,11357066.114176977,965350619.7050431,2107952866.1548347,3073303485.8598776
2040,GA,328037645.6434524,7879908.881358544,669792254.9154763,1461924376.7163804,2131716631.6318564
2040,NT,360022283.4158272,10560247.779469043,897621061.2548686,1956495743.8920164,2854116805.146885
2050,DE,397555292.0311554,13594272.939758226,1155513199.8794494,2521499027.060081,3677012226.9395304
2050,GA,352624845.67625046,9193624.160546714,781458053.6464708,1693220784.2810602,2474678837.9275312
