year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,124134886.29565868,20907.618202572623,40200914.062047064,73085921.32569973,15130152.62365348,29131692.362209402
2030,101738873.2848317,3861.3362080309143,48923076.83309843,90685696.77610883,20173536.831537973,38842256.48294587
2040,118271822.74710019,490797.89336349646,56922898.08881918,109728705.29225433,25011298.952949245,48552820.60368233
2050,125280555.02404025,1984968.8590477086,57197914.74541522,115261187.21190448,25011298.952949245,58263384.724418804
