year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,82227.48665118063,51,24,7967893028.670684,275030202.68605804,9470306.303184252,947030630.3184253,1844454222.5583723,2791484852.8767977,10759377881.547482
2030,192912.81713965908,42464.49502080136,51,14,3092725746.1881137,295206941.58196294,6708608.770424282,670860877.0424283,1308030744.1839209,1978891621.2263494,5071617367.414463
2040,192912.81713965908,9685.035458227807,51,2,808478341.92496,352028632.901857,10035741.99061887,1003574199.061887,1948534845.872969,2952109044.934856,3760587386.859816
2050,192912.81713965908,0.0,51,0,0.0,375180037.3398281,12194319.044325575,1219431904.4325576,2360156229.59254,3579588134.0250974,3579588134.0250974
