year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275030202.68605804,9470306.303184252,947030630.3184253,1844454222.5583723,2791484852.8767977
2030,NT,295206941.58196294,6708608.770424282,670860877.0424283,1308030744.1839209,1978891621.2263494
2040,DE,368464821.9926736,11442453.423719017,1144245342.3719015,2215116201.818282,3359361544.1901836
2040,GA,327836279.5088631,8019216.35504573,801921635.5045729,1565057918.9554694,2366979554.4600425
2040,NT,359784797.20403457,10645556.193091866,1064555619.3091865,2065430416.8451555,3129986036.154342
2050,DE,397593733.09702003,14365691.318021495,1436569131.8021498,2771371064.410432,4207940196.212581
2050,GA,352766341.5826361,10022946.770629654,1002294677.0629654,1948941394.774648,2951236071.837613
