year,AIC,expected_OC,total_cost
2025,8118093664.372404,2791484852.8767977,10909578517.249203
2030,3092725746.1881137,1978891621.226349,5071617367.414463
2040,808478341.92496,2952109044.9348555,3760587386.8598156
2050,0.0,3691805236.0120406,3691805236.0120406
