,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,125.84,132,80.0,0.25510204081632654
1,125.84,189.507,0,0.0,0.0
2,189.507,253.174,0,0.0,0.0
3,253.174,316.841,0,0.0,0.0
4,316.841,380.508,0,0.0,0.0
5,380.508,444.175,0,0.0,0.0
6,444.175,507.842,0,0.0,0.0
7,507.842,571.509,0,0.0,0.0
8,571.509,635.176,0,0.0,0.0
9,635.176,698.843,0,0.0,0.0
10,698.843,762.51,0,0.0,0.0
11,762.51,826.177,0,0.0,0.0
12,826.177,889.844,0,0.0,0.0
13,889.844,953.512,0,0.0,0.0
14,953.512,1017.179,0,0.0,0.0
15,1017.179,1080.846,0,0.0,0.0
16,1080.846,1144.513,0,0.0,0.0
17,1144.513,1208.18,0,0.0,0.0
18,1208.18,1271.847,0,0.0,0.0
19,1271.847,1335.514,0,0.0,0.0
20,1335.514,1399.181,0,0.0,0.0
21,1399.181,1462.848,0,0.0,0.0
22,1462.848,1526.515,0,0.0,0.0
23,1526.515,1590.182,0,0.0,0.0
24,1590.182,1653.849,0,0.0,0.0
25,1653.849,1717.517,0,0.0,0.0
26,1717.517,1781.184,0,0.0,0.0
27,1781.184,1844.851,5,3.0303030303030303,0.00966295609152752
28,1844.851,1908.518,6,3.6363636363636362,0.011595547309833025
29,1908.518,1972.185,0,0.0,0.0
30,1972.185,2035.852,0,0.0,0.0
31,2035.852,2099.519,0,0.0,0.0
32,2099.519,2163.186,0,0.0,0.0
33,2163.186,2226.853,0,0.0,0.0
34,2226.853,2290.52,0,0.0,0.0
35,2290.52,2354.187,0,0.0,0.0
36,2354.187,2417.854,0,0.0,0.0
37,2417.854,2481.521,0,0.0,0.0
38,2481.521,2545.189,0,0.0,0.0
39,2545.189,2608.856,0,0.0,0.0
40,2608.856,2672.523,0,0.0,0.0
41,2672.523,2736.19,0,0.0,0.0
42,2736.19,2799.857,0,0.0,0.0
43,2799.857,2863.524,0,0.0,0.0
44,2863.524,2927.191,0,0.0,0.0
45,2927.191,2990.858,0,0.0,0.0
46,2990.858,3054.525,0,0.0,0.0
47,3054.525,3118.192,0,0.0,0.0
48,3118.192,3181.859,0,0.0,0.0
49,3181.859,3245.526,0,0.0,0.0
50,3245.526,3309.194,0,0.0,0.0
51,3309.194,3372.861,0,0.0,0.0
52,3372.861,3436.528,0,0.0,0.0
53,3436.528,3500.195,0,0.0,0.0
54,3500.195,3563.862,0,0.0,0.0
55,3563.862,3627.529,0,0.0,0.0
56,3627.529,3691.196,0,0.0,0.0
57,3691.196,3754.863,0,0.0,0.0
58,3754.863,3818.53,0,0.0,0.0
59,3818.53,3882.197,0,0.0,0.0
60,3882.197,3945.864,0,0.0,0.0
61,3945.864,4009.531,0,0.0,0.0
62,4009.531,4073.199,0,0.0,0.0
63,4073.199,4136.866,0,0.0,0.0
64,4136.866,4200.533,0,0.0,0.0
65,4200.533,4264.2,0,0.0,0.0
66,4264.2,4327.867,0,0.0,0.0
67,4327.867,4391.534,0,0.0,0.0
68,4391.534,4455.201,0,0.0,0.0
69,4455.201,4518.868,0,0.0,0.0
70,4518.868,4582.535,0,0.0,0.0
71,4582.535,4646.202,0,0.0,0.0
72,4646.202,4709.869,0,0.0,0.0
73,4709.869,4773.536,0,0.0,0.0
74,4773.536,4837.203,0,0.0,0.0
75,4837.203,4900.871,0,0.0,0.0
76,4900.871,4964.538,0,0.0,0.0
77,4964.538,5028.205,0,0.0,0.0
78,5028.205,5091.872,0,0.0,0.0
79,5091.872,5155.539,0,0.0,0.0
80,5155.539,5219.206,0,0.0,0.0
81,5219.206,5282.873,0,0.0,0.0
82,5282.873,5346.54,0,0.0,0.0
83,5346.54,5410.207,0,0.0,0.0
84,5410.207,5473.874,0,0.0,0.0
85,5473.874,5537.541,0,0.0,0.0
86,5537.541,5601.208,0,0.0,0.0
87,5601.208,5664.876,0,0.0,0.0
88,5664.876,5728.543,0,0.0,0.0
89,5728.543,5792.21,0,0.0,0.0
90,5792.21,5855.877,0,0.0,0.0
91,5855.877,5919.544,0,0.0,0.0
92,5919.544,5983.211,0,0.0,0.0
93,5983.211,6046.878,0,0.0,0.0
94,6046.878,6110.545,0,0.0,0.0
95,6110.545,6174.212,1,0.6060606060606061,0.001932591218305504
96,6174.212,6237.879,3,1.8181818181818181,0.0057977736549165125
97,6237.879,6301.546,6,3.6363636363636362,0.011595547309833025
98,6301.546,6365.213,9,5.454545454545454,0.017393320964749534
99,6365.213,6428.88,3,1.8181818181818181,0.0057977736549165125
