Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22528123221.746403,,2990.0576751232147,152.3706977367401,2990.8293471336365,3143.2000448703766,1895688,1440348,3869565,0,0,0,2
EV,22222779621.983334,,1099.2476499080658,78.72097897529602,1099.5846934318542,1178.3056724071505,632328,823312,2150346,0,0,0,2
EEV,24261756521.103523,,66.06552791595459,151.39381098747253,66.8455638885498,218.23937487602237,1895688,1440348,3869565,0,0,0,2
EVPI,22293466738.105877,,1073.5586284796398,93.94292370478313,1074.105819304784,1168.0487430095673,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1008403597.3700169,,44.215985286894,5.7902650754762295,44.18735801557236,42.04457216612514,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
