year,DE,GA,NT,Average
2025,,,65.86329695309772,65.86329695309772
2030,,,57.03506484822804,57.03506484822804
2040,58.68827608610185,55.09681721176852,57.81673834558166,57.20061054781734
2050,72.98437705894048,55.658095096903665,,64.32123607792207
