Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,26900683294.728325,,1393.5389449596405,75.86034536361694,1393.9132351875303,1469.7735805511477,948168,720482,1936011,0,0,0,2
EV,26648560704.01728,,489.8645529747009,39.622997522354126,490.0739827156067,529.6969802379608,316488,411960,1076178,0,0,0,2
EEV,29128780954.929203,,35.08069086074829,76.84375643730164,35.48180866241455,112.3255650997162,948168,720482,1936011,0,0,0,2
EVPI,26708977595.80809,,496.6464746395747,46.74477469921112,496.89445757865906,543.6392322778702,737608.0,411965.3333333333,1133522.0,0.0,0.0,0.0,2.0
EVPI std,1066729718.5817333,,36.02521269858306,2.747116660736583,36.043098077007876,37.723846788188666,163099.07467548674,2.065591117977289,22209.235700491812,0.0,0.0,0.0,0.0
