year,AIC,expected_OC,total_cost
2025,8696941445.379543,3186600517.882406,11883541963.26195
2030,3554761011.9546623,2139223571.975951,5693984583.9306135
2040,899932671.5332804,3202030068.0794907,4101962739.612771
2050,0.0,3971145410.721153,3971145410.721153
