year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,85172.05417175611,51,25,8519634590.622692,274718169.67443067,8981928.474195486,1437108555.8712778,1749491962.0111282,3186600517.882406,11706235108.505098
2030,192912.81713965908,45382.719627231905,51,17,3545735243.2622514,294796946.33141804,6025704.325248944,964112692.0398309,1175110879.93612,2139223571.975951,5684958815.238202
2040,192912.81713965908,12211.946475353845,51,4,899932671.5332804,351618296.19065684,9036320.734061519,1445811317.4498432,1756218750.6296475,3202030068.0794907,4101962739.612771
2050,192912.81713965908,0.0,51,0,0.0,374783405.7173426,11035606.235854447,1765696997.7367115,2137980622.911769,3903677620.6484804,3903677620.6484804
