year,AIC,expected_OC,total_cost
2025,19617161386.67083,143051889423.99155,162669050810.66238
2030,28981624038.344433,27362068182.361435,56343692220.70587
2040,27525393263.65156,23970736030.953083,51496129294.604645
2050,16448543318.153217,22818099511.197582,39266642829.3508
