year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,128541.36617419127,51,36,14388377289.583672,251941107.5383434,1923217.6784967808,153857414.27974245,376799252.45014346,530656666.7298859,14919033956.313557
2030,192912.81713965908,123168.98269980283,51,36,13856362353.222927,281468598.97044164,1367912.0064694677,109432960.51755741,273796208.6094771,383229169.12703454,14239591522.349962
2040,192912.81713965908,122370.52992949334,51,34,13763218945.37538,338878938.9387428,2082483.8063232426,166598704.5058594,431967222.3609184,598565926.8667778,14361784872.242157
2050,192912.81713965908,31487.294989340255,51,11,2352299788.229536,362888362.13572264,2528695.4220750714,202295633.76600572,487672406.3764112,689968040.142417,3042267828.371953
