year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,76902.78927233051,51,22,7440600338.069956,275251040.9998262,9495280.209056016,949528020.9056015,1851504478.5760775,2801032499.481679,10241632837.551636
2030,192912.81713965908,43738.02951765444,51,15,3239967431.816514,295377729.4902623,6525102.2298859265,652510222.9885926,1273005438.8538547,1925515661.8424473,5165483093.658961
2040,192912.81713965908,9685.035458227807,51,2,808478341.92496,352225462.5890201,9572838.100625757,957283810.0625756,1838759763.2982993,2796043573.360875,3604521915.2858353
2050,192912.81713965908,0.0,51,0,0.0,375069641.22978556,11046853.085263623,1104685308.5263624,2108155209.834635,3212840518.3609977,3212840518.3609977
