year,AIC,expected_OC,total_cost
2025,7584326125.248207,2801032499.481679,10385358624.729885
2030,3249942826.87381,1925515661.8424473,5175458488.716257
2040,967496185.8220619,2796043573.360875,3763539759.182937
2050,548931163.0423552,3212840518.360997,3761771681.4033523
