year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,120931.57007635852,11,7,12521489375.809763,272574029.80897576,13016259.29195891,1106382039.8165073,2151846358.927763,3258228398.7442703,15779717774.554033
2030,192912.81713965908,39434.468839019006,11,3,2251957906.029575,292157824.701118,11470384.640131006,974982694.4111356,1922906913.857876,2897889608.269012,5149847514.298587
2040,192912.81713965908,23119.5362757992,11,1,823103377.6147245,347360270.46909285,16038244.13417633,1363250751.404988,2680440911.976255,4043691663.381243,4866795040.995968
2050,192912.81713965908,0.0,11,0,0.0,369379301.51669455,18076634.89198577,1536513965.8187907,3013865984.452504,4550379950.271295,4550379950.271295
