year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,46804854.75320083,10750848.062702186,60109151.235571384,89605432.83445102,4195183.521741388,61108559.401308954
2030,42242989.11189053,8887608.287508527,52826438.35803789,87043749.85052735,4195183.521741388,96961855.57141234
2040,58457696.05921343,12784426.242157776,53682483.49524842,89691335.38480158,4195183.521741388,128549145.76593025
2050,65427592.829288274,14679753.900376812,56222929.41133913,95165283.29428938,4195183.521741388,133688558.55965956
