year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,272574029.80897576,13016259.29195891,1106382039.8165073,2151846358.927763,3258228398.7442703
2030,NT,292157824.701118,11470384.640131006,974982694.4111356,1922906913.857876,2897889608.269012
2040,DE,363299223.073524,18192047.424097355,1546324031.0482752,3021038557.1054816,4567362588.153757
2040,GA,323910463.44816345,12922983.391501099,1098453588.2775934,2183813898.8726096,3282267487.150203
2040,NT,354871124.88559115,16999701.586930543,1444974634.889096,2836470279.9506745,4281444914.8397703
2050,DE,391123342.7516742,21341590.802319136,1814035218.1971266,3521977611.129746,5336012829.326873
2050,GA,347635260.28171486,14811678.981652407,1258992713.4404545,2505754357.775262,3764747071.2157164
