year,DE,GA,NT,Average
2025,,,41.97292154411016,41.97292154411016
2030,,,39.57261337516701,39.57261337516701
2040,42.328400782296065,39.57980114190832,41.55273746762826,41.15364646394421
2050,60.425442458736576,40.187271362821605,,50.30635691077909
