,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,86.037,642,92.1090387374462,1.2407235621521335
1,86.037,109.902,0,0.0,0.0
2,109.902,133.767,0,0.0,0.0
3,133.767,157.632,0,0.0,0.0
4,157.632,181.497,0,0.0,0.0
5,181.497,205.362,0,0.0,0.0
6,205.362,229.227,0,0.0,0.0
7,229.227,253.092,0,0.0,0.0
8,253.092,276.956,0,0.0,0.0
9,276.956,300.821,0,0.0,0.0
10,300.821,324.686,0,0.0,0.0
11,324.686,348.551,0,0.0,0.0
12,348.551,372.416,0,0.0,0.0
13,372.416,396.281,0,0.0,0.0
14,396.281,420.146,0,0.0,0.0
15,420.146,444.011,0,0.0,0.0
16,444.011,467.876,0,0.0,0.0
17,467.876,491.741,0,0.0,0.0
18,491.741,515.605,0,0.0,0.0
19,515.605,539.47,0,0.0,0.0
20,539.47,563.335,0,0.0,0.0
21,563.335,587.2,0,0.0,0.0
22,587.2,611.065,0,0.0,0.0
23,611.065,634.93,0,0.0,0.0
24,634.93,658.795,0,0.0,0.0
25,658.795,682.66,0,0.0,0.0
26,682.66,706.525,0,0.0,0.0
27,706.525,730.389,0,0.0,0.0
28,730.389,754.254,0,0.0,0.0
29,754.254,778.119,0,0.0,0.0
30,778.119,801.984,0,0.0,0.0
31,801.984,825.849,0,0.0,0.0
32,825.849,849.714,0,0.0,0.0
33,849.714,873.579,0,0.0,0.0
34,873.579,897.444,0,0.0,0.0
35,897.444,921.309,0,0.0,0.0
36,921.309,945.174,0,0.0,0.0
37,945.174,969.038,0,0.0,0.0
38,969.038,992.903,0,0.0,0.0
39,992.903,1016.768,0,0.0,0.0
40,1016.768,1040.633,0,0.0,0.0
41,1040.633,1064.498,0,0.0,0.0
42,1064.498,1088.363,0,0.0,0.0
43,1088.363,1112.228,0,0.0,0.0
44,1112.228,1136.093,0,0.0,0.0
45,1136.093,1159.958,0,0.0,0.0
46,1159.958,1183.822,0,0.0,0.0
47,1183.822,1207.687,0,0.0,0.0
48,1207.687,1231.552,0,0.0,0.0
49,1231.552,1255.417,0,0.0,0.0
50,1255.417,1279.282,0,0.0,0.0
51,1279.282,1303.147,0,0.0,0.0
52,1303.147,1327.012,0,0.0,0.0
53,1327.012,1350.877,0,0.0,0.0
54,1350.877,1374.742,0,0.0,0.0
55,1374.742,1398.607,0,0.0,0.0
56,1398.607,1422.471,0,0.0,0.0
57,1422.471,1446.336,0,0.0,0.0
58,1446.336,1470.201,0,0.0,0.0
59,1470.201,1494.066,0,0.0,0.0
60,1494.066,1517.931,0,0.0,0.0
61,1517.931,1541.796,0,0.0,0.0
62,1541.796,1565.661,0,0.0,0.0
63,1565.661,1589.526,0,0.0,0.0
64,1589.526,1613.391,0,0.0,0.0
65,1613.391,1637.255,0,0.0,0.0
66,1637.255,1661.12,0,0.0,0.0
67,1661.12,1684.985,0,0.0,0.0
68,1684.985,1708.85,0,0.0,0.0
69,1708.85,1732.715,0,0.0,0.0
70,1732.715,1756.58,0,0.0,0.0
71,1756.58,1780.445,0,0.0,0.0
72,1780.445,1804.31,0,0.0,0.0
73,1804.31,1828.175,0,0.0,0.0
74,1828.175,1852.04,0,0.0,0.0
75,1852.04,1875.904,0,0.0,0.0
76,1875.904,1899.769,0,0.0,0.0
77,1899.769,1923.634,0,0.0,0.0
78,1923.634,1947.499,0,0.0,0.0
79,1947.499,1971.364,0,0.0,0.0
80,1971.364,1995.229,0,0.0,0.0
81,1995.229,2019.094,0,0.0,0.0
82,2019.094,2042.959,0,0.0,0.0
83,2042.959,2066.824,0,0.0,0.0
84,2066.824,2090.688,0,0.0,0.0
85,2090.688,2114.553,0,0.0,0.0
86,2114.553,2138.418,0,0.0,0.0
87,2138.418,2162.283,0,0.0,0.0
88,2162.283,2186.148,0,0.0,0.0
89,2186.148,2210.013,0,0.0,0.0
90,2210.013,2233.878,0,0.0,0.0
91,2233.878,2257.743,0,0.0,0.0
92,2257.743,2281.608,0,0.0,0.0
93,2281.608,2305.473,0,0.0,0.0
94,2305.473,2329.337,1,0.1434720229555237,0.001932591218305504
95,2329.337,2353.202,5,0.7173601147776184,0.00966295609152752
96,2353.202,2377.067,6,0.860832137733142,0.011595547309833025
97,2377.067,2400.932,13,1.8651362984218076,0.02512368583797155
98,2400.932,2424.797,20,2.8694404591104736,0.03865182436611008
99,2424.797,2448.662,10,1.4347202295552368,0.01932591218305504
