year,num_buildout,capacity,investment_cost,cycles_per_year
2025,1,3.048231535674523,66935.8874922314,231.2682875946399
2030,2,77.23478708386767,1629057.0048548477,303.48415571709006
2040,3,8614.809996757676,187475973.20055053,289.36849504668004
2050,4,33578.74489728331,548181172.6927139,193.35821588964797
