year,scenario,utilization_rate,congestion_rate
2025,NT,0.6229650544305159,0.5097901002506265
2030,NT,0.6334327919845572,0.5118264411027569
2040,DE,0.6457758956946765,0.5153508771929824
2040,GA,0.6384620167199719,0.5138627819548872
2040,NT,0.6429189988716268,0.5138627819548872
2050,DE,0.6495098897111341,0.5202067669172933
2050,GA,0.6423220678523831,0.5133145363408522
