Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,31815434838.200542,,877.1652591228485,111.03752660751344,877.6818408966064,988.71936750412,1629488,1181276,3144995,0,0,0,2
EV,31509111904.158146,,251.9400281906128,56.52477836608887,252.17733311653137,308.70211148262024,543536,675252,1736240,0,0,0,2
EEV,34682109875.96476,,5.754907131195068,110.8536422252655,6.264530181884766,117.11817240715028,1629488,1181276,3144995,0,0,0,2
EVPI,31658264033.1196,,248.56226416428885,69.04858251412709,248.92809665203094,317.976679166158,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,758545468.1923903,,25.041397848997192,4.927248138560459,25.036181473148098,24.255131410506085,280391.6007187091,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
