lower_bound,upper_bound,count,percent_of_interval
27.999,28.1,507,29.47674418604651
28.1,28.2,261,15.174418604651162
28.2,28.3,204,11.86046511627907
28.3,28.4,86,5.0
28.4,28.5,67,3.8953488372093026
28.5,28.6,236,13.72093023255814
28.6,28.7,79,4.593023255813954
28.7,28.8,45,2.616279069767442
28.8,28.9,163,9.476744186046512
28.9,29.0,72,4.186046511627907
