lower_bound,upper_bound,count,percent_of_interval
28.999,29.1,70,10.32448377581121
29.1,29.2,84,12.389380530973451
29.2,29.3,156,23.008849557522122
29.3,29.4,64,9.43952802359882
29.4,29.5,44,6.489675516224189
29.5,29.6,82,12.094395280235988
29.6,29.7,94,13.864306784660767
29.7,29.8,30,4.424778761061947
29.8,29.9,38,5.604719764011799
29.9,30.0,16,2.359882005899705
