scenario,year,dual_value
NT,2025,0.0
NT,2030,-0.9444606879051728
NT,2040,-0.3148202293017031
GA,2040,-0.3148202293017031
DE,2040,-0.3148202293017031
GA,2050,-0.4722303439525864
DE,2050,-0.4722303439525864
