year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33805.85635376123,51,38,3729716174.0496626,274016037.45323914,20142700.28972538,1611416023.1780305,3692819462.742618,5304235485.920649,9033951659.97031
2030,48228.20428491477,26440.225828979965,51,30,2753992547.170506,293442223.3073017,16488087.938131746,1319047035.0505395,3053556232.1412888,4372603267.191828,7126595814.362333
2040,48228.20428491477,14971.160576201053,51,18,1179937576.8854032,350499250.97898096,21290566.28196207,1703245302.5569656,3873505276.1091747,5576750578.666141,6756688155.551544
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,373861038.2118539,22917376.31245364,1833390104.9962912,4149796085.784064,5983186190.7803545,6393285623.488429
