lower_bound,upper_bound,count,percent_of_interval
26.999,27.1,0,0.0
27.1,27.2,8,2.877697841726619
27.2,27.3,0,0.0
27.3,27.4,127,45.68345323741007
27.4,27.5,0,0.0
27.5,27.6,0,0.0
27.6,27.7,0,0.0
27.7,27.8,0,0.0
27.8,27.9,0,0.0
27.9,28.0,143,51.438848920863315
