year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,207560.99652516714,4557816343.209528,54.55033287495911
2030,3,606854.672355785,8768059856.661608,25.13943084089804
2040,6,780379.166031553,3810411331.912624,29.595535848297654
2050,3,903308.5362986544,2699396814.641494,28.106571952459017
