,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,125.051,472,84.28571428571429,0.4560915275200989
23,1508.373,1571.251,27,4.821428571428572,0.026089981447124305
98,6224.243,6287.122,11,1.9642857142857142,0.010629251700680272
99,6287.122,6350.0,11,1.9642857142857142,0.010629251700680272
97,6161.365,6224.243,10,1.7857142857142856,0.00966295609152752
96,6098.487,6161.365,8,1.4285714285714286,0.007730364873222016
73,4652.287,4715.165,5,0.8928571428571428,0.00483147804576376
95,6035.609,6098.487,3,0.5357142857142857,0.0028988868274582563
24,1571.251,1634.129,3,0.5357142857142857,0.0028988868274582563
22,1445.495,1508.373,3,0.5357142857142857,0.0028988868274582563
