year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,35930.68154354781,51,41,3972938224.491391,282307966.01747787,25161632.313937485,3019395877.6724977,4898574476.449753,7917970354.122251,11890908578.613642
2030,48228.20428491477,32980.52053137467,51,35,3526471286.820573,300852481.8524185,20806217.635860104,2496746116.303212,4048851925.2471395,6545598041.550353,10072069328.370926
2040,48228.20428491477,25124.723914750164,51,25,2552138846.1518536,359149890.0313167,24594006.463116378,2951280775.5739655,4783394828.342411,7734675603.916377,10286814450.06823
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,383065220.3734557,26498362.313111916,3179803477.57343,5119579704.600794,8299383182.174224,8709482614.882298
