year,AIC,expected_OC,total_cost
2025,4266939797.5500293,7917970354.122251,12184910151.67228
2030,3730110250.498342,6545598041.550352,10275708292.048695
2040,2552138846.1518536,7734675603.916377,10286814450.06823
2050,410099432.7080743,8402121474.771135,8812220907.47921
