year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,281696854.4523516,26322247.12690602,2105779770.1524816,4720147734.761827,6825927504.9143095
2030,NT,300939628.13224745,21223912.05019046,1697912964.0152369,3924424307.6602635,5622337271.6755
2040,DE,376582046.93920755,29768198.613912452,2381455889.112996,5265530711.2715435,7646986600.38454
2040,GA,334583161.58852625,21884919.087135166,1750793526.970813,3996680451.5749474,5747473978.54576
2040,NT,367610877.3759627,28026468.757384423,2242117500.590754,4981674712.84518,7223792213.435934
2050,DE,406797719.25109327,33028278.339421548,2642262267.1537237,5804237400.402584,8446499667.556308
2050,GA,360393148.60379976,24164012.030212212,1933120962.416977,4349644393.256261,6282765355.673238
