year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,125252.34967919126,11,7,12949366368.654459,272384900.2538795,12604966.388761766,1008397311.1009414,2160113576.2221413,3168510887.323083,16117877255.977543
2030,192912.81713965908,42212.19547242658,11,4,2527029867.13304,291924725.78747165,11036443.84543883,882915507.6351064,1926541577.8001108,2809457085.4352174,5336486952.568257
2040,192912.81713965908,17171.996964127124,11,1,611358659.3152475,346966086.6503931,16676887.484705044,1334150998.7764034,2925483071.4765444,4259634070.252948,4870992729.568195
2050,192912.81713965908,0.0,11,0,0.0,369353191.20786524,19714899.983213022,1577191998.6570415,3448601496.233265,5025793494.890306,5025793494.890306
