,Objective Value (Billion Euro),Generators Built,Potential Generators,Total Generator Capacity (MW),Transmission Lines Expanded,Potential Transmission Lines,Total Transmission Capacity (MW),Batteries Built,Potential Batteries,Total Battery Energy Capacity (MWh),Total Battery Power Capacity (MW),Total Load Shedding (MWh),Total Curtailment (MWh)
0,10.746010759984541,11.0,11.0,7057.275979590971,0.0,1.0,0.0,1083.8379581745376,2,0.0,0,17037.141253411093,0.0
