year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,35930.68154354781,51,41,3972938224.491391,282372243.6629656,25198889.575949326,2519888957.5949326,4898121888.872098,7418010846.4670315,11390949070.958424
2030,48228.20428491477,32871.23103306948,51,34,3515649688.8628054,301033122.4613468,20838597.11160337,2083859711.160337,4054274666.7673297,6138134377.927667,9653784066.790472
2040,48228.20428491477,24374.383440038542,51,25,2327696834.582608,359350945.4108158,25019431.746245753,2501943174.624575,4850638635.16405,7352581809.788625,9680278644.371233
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,383260247.6230313,26959151.08784125,2695915108.784125,5186234550.776819,7882149659.560945,8292249092.269019
