year,AIC,expected_OC,total_cost
2025,4251947167.5873685,7418010846.467031,11669958014.0544
2030,3703478087.7265463,6138134377.927667,9841612465.654213
2040,2327696834.582608,7352581809.788626,9680278644.371235
2050,410099432.7080743,8012594939.938387,8422694372.6464615
