year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,5297.34,11,6,524583551.4937882,125425554.01562461,25085110.803124923,4886709387.72592,2508511080.3124924,7395220468.038412,7919804019.5322
2025,coal,2369.6967413669563,0.0,5,0,0.0,334643.4494835429,113778.77282440459,9435931.204376869,11377877.28244046,20813808.486817326,20813808.486817326
2025,offwind-ac,6867.326110916833,6867.326110916833,9,9,1266255723.122147,39894327.036392264,0.0,598414.9055458839,0.0,598414.9055458839,1266854138.027693
2025,onwind,16019.751672361648,16019.75167236165,11,11,1539272065.2982094,72455874.17560232,0.0,1086838.1126340332,0.0,1086838.1126340332,1540358903.4108434
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,15130152.62365348,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,29131692.362209402,0.0,291316.92362209404,0.0,291316.92362209404,226489419.65118152
2030,CCGT,15225.166000000001,4058.8,11,4,401893159.6550472,104128270.17597066,20825654.035194132,4050745080.70867,2082565403.5194135,6133310484.228084,6535203643.883131
2030,coal,2369.6967413669563,0.0,5,0,0.0,38067.87179187341,12943.07640923696,1073398.627343582,1294307.640923696,2367706.2682672786,2367706.2682672786
2030,offwind-ac,6867.326110916833,5046.4156004384995,9,4,931895239.4866285,48283410.57494185,0.0,724251.1586241277,0.0,724251.1586241277,932619490.6452527
2030,onwind,16019.751672361648,16019.75167236165,11,11,1539111867.7814858,89567580.52415858,0.0,1343513.707862377,0.0,1343513.707862377,1540455381.4893482
2030,ror,1392.75412375,1392.75412375,4,4,416614854.30844957,20173536.831537973,0.0,0.0,0.0,0.0,416614854.30844957
2030,solar,6353.509636519333,6353.509636519333,11,11,226134567.63119423,38842256.48294587,0.0,388422.5648294587,0.0,388422.5648294587,226522990.1960237
2040,CCGT,15225.166000000001,2095.5,11,3,207470696.73380095,123948755.32387407,24789751.064774815,4828646456.9071865,2478975106.4774814,7307621563.384668,7515092260.118469
2040,coal,2369.6967413669563,0.0,5,0,0.0,675531.4160909998,229680.68147093995,19047938.868868947,22968068.147093996,42016007.01596294,42016007.01596294
2040,offwind-ac,6867.326110916833,2816.3212323670946,9,2,519302782.54703283,54662015.849835455,0.0,819930.2377475318,0.0,819930.2377475318,520122712.7847804
2040,onwind,16019.751672361648,12540.143045863737,11,7,1204679977.5983047,109252062.947326,0.0,1638780.9442098879,0.0,1638780.9442098879,1206318758.5425146
2040,ror,1392.75412375,568.9095252883769,4,2,170172345.16864055,22259759.270006936,0.0,0.0,0.0,0.0,170172345.16864055
2040,solar,6353.509636519333,6353.509636519333,11,11,226071032.53482905,48552820.60368233,0.0,485528.2060368234,0.0,485528.2060368234,226556560.7408659
2050,CCGT,15225.166000000001,0.0,11,0,0.0,131385263.05119653,26277052.61023931,5126543757.730568,2627705261.023931,7754249018.7544985,7754249018.7544985
2050,coal,2369.6967413669563,0.0,5,0,0.0,2006171.9929468867,682098.4776019414,56567970.89203267,68209847.76019415,124777818.6522268,124777818.6522268
2050,offwind-ac,6867.326110916833,0.0,9,0,0.0,54586091.1485333,0.0,818791.3672279994,0.0,818791.3672279994,818791.3672279994
2050,onwind,16019.751672361648,1916.508597904429,11,1,184091935.26961046,114760233.07748854,0.0,1721403.4961623256,0.0,1721403.4961623256,185813338.7657728
2050,ror,1392.75412375,0.0,4,0,0.0,22259759.270006936,0.0,0.0,0.0,0.0,0.0
2050,solar,6353.509636519333,6353.509636519333,11,11,226007497.43846384,58262729.082859136,0.0,582627.2908285913,0.0,582627.2908285913,226590124.72929242
