scenario,year,dual_value
NT,2025,-4.58936528104825
NT,2030,-0.9444606879051728
NT,2040,-0.3148202293017031
GA,2040,-0.3148202293017031
DE,2040,0.0
GA,2050,-6.663363025823587
DE,2050,-4.915037836692403
