year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,72862146.4833099,3036386.469252052,49573457.77295309,76044285.65656054,4195183.521741389,61108239.995829575,266819699.89964655
2030,NT,46783015.799683936,2843335.6736053983,52516803.10860963,83544676.245118,4195183.521741389,96648414.38019669,286531428.72895503
2040,DE,20407815.849604722,1685426.2848023542,20463588.485766567,33620062.39569541,1398394.5072471295,41706324.03784372,119281611.5609599
2040,GA,14601616.371315125,1128934.861961782,18278374.995865546,30775834.2101812,1398394.5072471295,39924369.93242998,106107524.87900075
2040,NT,18987943.79407397,1597723.504304151,20010223.59991559,33067293.48092784,1398394.5072471295,41414166.047778964,116475744.93424766
2050,DE,35697713.756259695,3156319.189414111,33403067.911488883,53851480.640363514,2097591.7608706946,64775046.265824094,192981219.524221
2050,GA,24624686.41737984,2174118.8708300255,30610598.675077572,48749415.020506665,2097591.7608706946,62897622.460597634,171154033.20526242
