year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,72862146.4833099,3036386.469252052,49573457.77295309,76044285.65656054,4195183.521741389,61108239.995829575
2030,46783015.799683936,2843335.6736053983,52516803.10860963,83544676.245118,4195183.521741389,96648414.38019669
2040,53997376.01499382,4412084.651068287,58752187.08154771,97463190.08680445,4195183.521741388,123044860.01805267
2050,60322400.173639536,5330438.060244136,64013666.58656646,102600895.66087018,4195183.521741389,127672668.72642173
