year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,266819699.89964655,15604800.696207676,1326408059.1776524,2925413142.6424227,4251821201.820075
2030,NT,286531428.72895503,10323337.288962623,877483669.5618229,1907087527.5410125,2784571197.102835
2040,DE,357844834.68287975,13963824.320261234,1186925067.222205,2551348738.4658685,3738273805.6880736
2040,GA,318322574.6370023,9912483.381990094,842561087.4691579,1809724781.7028568,2652285869.1720147
2040,NT,349427234.80274296,13022444.250834618,1106907761.3209424,2372520380.4008093,3479428141.7217517
2050,DE,385962439.048442,16425382.551305475,1396157516.8609653,2990001680.164685,4386159197.02565
2050,GA,342308066.41052485,11328275.399116352,962903408.92489,2051760909.6297734,3014664318.554663
